词语,舒适度,款式,尺码,正品,颜色,做工细节,物流服务,性价比,商品整体质量,售后服务,售前服务
藏青色,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
藤原,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
虫,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
虫子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
蛋,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
蛮,0.000204,0.000310,0.000290,0.000295,0.000322,0.000228,0.000298,0.000322,0.000232,0.000292,0.000276
蛮帅,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
蛮潮,0.000146,0.000310,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
蜗牛,0.000335,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000278,0.000292,0.000276
蜻蜒,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
螺丝,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
血,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
血泡,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
血液循环,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
行,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
行家,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
行货,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000255,0.000292,0.000303
街,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
衣服,0.001062,0.000310,0.000290,0.000324,0.000293,0.000320,0.000271,0.000293,0.000255,0.000292,0.000276
衣缩食,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
衣舍,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
衣衣,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
衣裤,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
补气,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
补贴,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
补鞋,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
表哥,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
表弟,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
表情,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
表皮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
表示满意,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
表面,0.000553,0.000339,0.000290,0.000324,0.000293,0.000274,0.000298,0.000293,0.000278,0.000292,0.000276
衬,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
衬衣,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
袋子,0.000276,0.000310,0.000290,0.000324,0.000351,0.000274,0.000271,0.000293,0.000232,0.000292,0.000276
袜,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
袜子,0.004627,0.000310,0.000290,0.000295,0.000380,0.000274,0.000298,0.000352,0.000348,0.000292,0.000331
被坑,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
裁缝,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
裂痕,0.000233,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000276
裂纹,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
裂缝,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
装,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
装脚,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
装蛮,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
装饰,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
裙,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000255,0.000292,0.000276
裤,0.000204,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
裤子,0.000320,0.000282,0.000290,0.000324,0.000322,0.000297,0.000271,0.000293,0.000278,0.000292,0.000276
裤脚,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
褐色,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
褲,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
褶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000298,0.000293,0.000232,0.000292,0.000276
褶子,0.000160,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
褶痕,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
褶皱,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西服,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
西瓜,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西藏,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西装裤,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西裤,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西西,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
西餐厅,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
要略,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
要顶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
见方,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
见面,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
规定,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
规格,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
规范,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
视觉,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
角,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
角度,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
解决办法,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
解决问题,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000331
触感,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
言语,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
評,0.000204,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
評價,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
評論,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
謝謝,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
计划,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000322,0.000276
订单,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
订货,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
讯,0.000218,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
记录,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
讲信用,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
讲话,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
设计师,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
证,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
证明,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
评,0.000815,0.000310,0.000319,0.000295,0.000322,0.000251,0.000271,0.000322,0.000232,0.000292,0.000331
评价,0.003768,0.000339,0.000290,0.000324,0.000380,0.000617,0.000379,0.000293,0.000394,0.000322,0.000331
评分,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
评差,0.000204,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000331
评师,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
评论,0.001455,0.000282,0.000348,0.000295,0.000293,0.000251,0.000298,0.000381,0.000301,0.000380,0.000276
评语,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
词语,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
试脚,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
诚信,0.000262,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000255,0.000322,0.000359
诚招,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
话,0.000364,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000255,0.000292,0.000303
详情页,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
语,0.000495,0.000310,0.000290,0.000324,0.000322,0.000228,0.000298,0.000293,0.000278,0.000292,0.000276
语言,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
误会,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
误导,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
误差,0.000218,0.000282,0.000290,0.000295,0.000380,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
说明书,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
读书,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
课,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
调色,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
谢,0.000160,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
谢底,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
谢谢,0.004874,0.000339,0.000406,0.000295,0.000380,0.000365,0.000325,0.000352,0.000602,0.000380,0.000414
谢谢你们,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
谢谢您,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
豆,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
豆腐渣,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
豆豆,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
象,0.000160,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
豬皮,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
貨,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
貨物,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000322,0.000232,0.000292,0.000276
買家,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
質量,0.000204,0.000310,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
贝兼,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
财务,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
财质,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
责任,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
责任心,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
败笔,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
账,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
账号,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货,0.005034,0.000339,0.000348,0.000354,0.000410,0.000297,0.000379,0.000352,0.000394,0.000351,0.000331
货加,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货后,0.000262,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
货品,0.000276,0.000282,0.000319,0.000295,0.000351,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货太,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货好,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货对版,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货己,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
货店,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
货才,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货时,0.000175,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
货是,0.000189,0.000310,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货有,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货柜,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
货款,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货比,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货物,0.000407,0.000282,0.000290,0.000324,0.000293,0.000251,0.000379,0.000293,0.000301,0.000292,0.000303
货美,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货被,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货边,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货运,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
货运费,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
货都,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
质,0.000175,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
质地,0.000349,0.000282,0.000290,0.000354,0.000322,0.000228,0.000271,0.000293,0.000255,0.000322,0.000276
质感,0.000640,0.000282,0.000290,0.000324,0.000293,0.000251,0.000352,0.000322,0.000255,0.000292,0.000276
质料,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
质量,0.007130,0.000593,0.000493,0.000383,0.000351,0.004270,0.000676,0.000498,0.123022,0.000556,0.000469
质量上乘,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
质量保证,0.000175,0.000282,0.000319,0.000324,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
质量关,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
质量部,0.000218,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
质问,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
购客,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
购物,0.007333,0.000339,0.000377,0.000324,0.000351,0.000411,0.000325,0.000410,0.000510,0.000351,0.000303
购物袋,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
购鞋,0.000204,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
贵,0.000189,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
贵店,0.000218,0.000282,0.000290,0.000324,0.000293,0.000297,0.000271,0.000322,0.000232,0.000292,0.000276
贵点,0.000160,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
费,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
费事,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
费力,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
费用,0.000146,0.000282,0.000290,0.000295,0.000293,0.000274,0.000271,0.000293,0.000255,0.000292,0.000276
贼,0.000160,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
赃,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
资,0.000611,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
赏品,0.000146,0.000282,0.000290,0.000324,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
赞哈,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
赞美,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
赠品,0.000291,0.000282,0.000290,0.000295,0.000322,0.000228,0.000298,0.000322,0.000232,0.000351,0.000331
赠送礼品,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
赤脚,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000322,0.000232,0.000292,0.000276
走,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
走形,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
走时,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
走路,0.001790,0.000423,0.000319,0.000383,0.000322,0.000251,0.000271,0.000293,0.000278,0.000322,0.000331
起水泡,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000322,0.000276
起皱,0.000247,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
起码,0.000175,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
起胶,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
起鞋,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
超帅,0.000204,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000322,0.000276
超标准,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
超棒,0.000306,0.000282,0.000290,0.000295,0.000293,0.000274,0.000271,0.000322,0.000255,0.000292,0.000276
趣,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
足弓,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
足码,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
足迹,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
跌价,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
跑光,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
跑步,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
距离,0.000160,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
路,0.000276,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
路子,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
路程,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
路费,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
路途,0.000189,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
跳槽,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
蹇,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000303
身,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
軟度,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
軟點,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
车,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
车子,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
车费,0.000146,0.000282,0.000290,0.000295,0.000322,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
软,0.000247,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000255,0.000292,0.000276
软件,0.000146,0.000282,0.000290,0.000295,0.000293,0.000251,0.000271,0.000293,0.000232,0.000292,0.000276
软化,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
软和,0.000451,0.000282,0.000290,0.000295,0.000293,0.000297,0.000271,0.000293,0.000255,0.000292,0.000276
软底,0.000175,0.000282,0.000319,0.000295,0.000322,0.000228,0.000271,0.000322,0.000301,0.000292,0.000276
软度,0.000146,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000322,0.000232,0.000292,0.000276
软点,0.000175,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
软皮,0.000218,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
软绳,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
软面,0.000175,0.000282,0.000290,0.000324,0.000293,0.000228,0.000298,0.000293,0.000232,0.000292,0.000276
轻质,0.000146,0.000282,0.000319,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
辣椒,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
边,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
边线,0.000160,0.000282,0.000290,0.000295,0.000293,0.000228,0.000271,0.000293,0.000232,0.000292,0.000276
